timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.744],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[16.0268]
[0.004],[1.7446],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.7168]
[0.006],[1.7446],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2222]
[0.008],[1.7439],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7924]
[0.01],[1.7428],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4301]
[0.012],[1.7413],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1759]
[0.014],[1.7396],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0653]
[0.016],[1.7378],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1286]
[0.018],[1.736],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6096]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.13]
[0.022],[1.7325],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5554]
[0.024],[1.7312],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.3808]
[0.026],[1.7301],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9693]
[0.028],[1.7293],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3287]
[0.03],[1.7288],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4719]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4155]
[0.034],[1.7288],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1794]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7857]
[0.038],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.2587]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6233]
[0.042],[1.7321],[0.006 0.006 0.006 0.001 0.001 0.001],[-3.9001]
[0.044],[1.7335],[0.009 0.009 0.009 0.001 0.001 0.001],[-3.145]
[0.046],[1.735],[0.0108 0.0108 0.0108 0.001  0.001  0.001 ],[-2.372]
[0.048],[1.7365],[0.0119 0.0119 0.0119 0.001  0.001  0.001 ],[-1.6016]
[0.05],[1.7381],[0.0125 0.0125 0.0125 0.001  0.001  0.001 ],[-0.8516]
[0.052],[1.7397],[0.0129 0.0129 0.0129 0.001  0.001  0.001 ],[-0.1389]
[0.054],[1.7413],[0.0132 0.0132 0.0132 0.001  0.001  0.001 ],[0.5219]
[0.056],[1.7428],[0.0133 0.0133 0.0133 0.001  0.001  0.001 ],[1.1182]
[0.058],[1.7442],[0.0134 0.0134 0.0134 0.001  0.001  0.001 ],[1.64]
[0.06],[1.7455],[0.0135 0.0135 0.0135 0.001  0.001  0.001 ],[2.0798]
[0.062],[1.7466],[0.0168 0.0168 0.0168 0.001  0.001  0.001 ],[2.8956]
[0.064],[1.7476],[0.0188 0.0188 0.0188 0.001  0.001  0.001 ],[3.066]
[0.066],[1.7483],[0.0201 0.0201 0.0201 0.001  0.001  0.001 ],[3.134]
[0.068],[1.7489],[0.0208 0.0208 0.0208 0.001  0.001  0.001 ],[3.1067]
[0.07],[1.7492],[0.0213 0.0213 0.0213 0.001  0.001  0.001 ],[2.9926]
[0.072],[1.7494],[0.0216 0.0216 0.0216 0.001  0.001  0.001 ],[2.8012]
[0.074],[1.7494],[0.0218 0.0218 0.0218 0.001  0.001  0.001 ],[2.543]
[0.076],[1.7493],[0.0219 0.0219 0.0219 0.001  0.001  0.001 ],[2.2291]
[0.078],[1.749],[0.022 0.022 0.022 0.001 0.001 0.001],[1.8709]
[0.08],[1.7486],[0.022 0.022 0.022 0.001 0.001 0.001],[1.4803]
[0.082],[1.7481],[0.0216 0.0216 0.0216 0.0063 0.0063 0.0032],[1.0099]
[0.084],[1.7475],[0.0212 0.0212 0.0212 0.0094 0.0094 0.0046],[0.6335]
[0.086],[1.7469],[0.0209 0.0209 0.0209 0.0113 0.0113 0.0054],[0.2749]
[0.088],[1.7462],[0.0205 0.0205 0.0205 0.0124 0.0124 0.0058],[-0.0608]
[0.09],[1.7456],[0.0201 0.0201 0.0201 0.0131 0.0131 0.0061],[-0.369]
[0.092],[1.7449],[0.0198 0.0198 0.0198 0.0136 0.0136 0.0063],[-0.6454]
[0.094],[1.7443],[0.0194 0.0194 0.0194 0.0138 0.0138 0.0064],[-0.8863]
[0.096],[1.7438],[0.0191 0.0191 0.0191 0.014  0.014  0.0065],[-1.0889]
[0.098],[1.7433],[0.0188 0.0188 0.0188 0.0141 0.0141 0.0065],[-1.2515]
[0.1],[1.7428],[0.0185 0.0185 0.0185 0.0141 0.0141 0.0066],[-1.3732]
[0.102],[1.7425],[0.0181 0.0181 0.0181 0.0163 0.0163 0.0075],[-1.6207]
[0.104],[1.7422],[0.0178 0.0178 0.0178 0.0176 0.0176 0.0081],[-1.6208]
[0.106],[1.742],[0.0175 0.0175 0.0175 0.0184 0.0184 0.0084],[-1.5756]
[0.108],[1.7418],[0.0172 0.0172 0.0172 0.0189 0.0189 0.0087],[-1.4908]
[0.11],[1.7418],[0.0169 0.0169 0.0169 0.0192 0.0192 0.0088],[-1.372]
[0.112],[1.7418],[0.0166 0.0166 0.0166 0.0194 0.0194 0.0089],[-1.2248]
[0.114],[1.7419],[0.0163 0.0163 0.0163 0.0196 0.0196 0.0089],[-1.0551]
[0.116],[1.7421],[0.0161 0.0161 0.0161 0.0196 0.0196 0.0089],[-0.8686]
[0.118],[1.7423],[0.0158 0.0158 0.0158 0.0197 0.0197 0.009 ],[-0.671]
[0.12],[1.7425],[0.0155 0.0155 0.0155 0.0197 0.0197 0.009 ],[-0.4678]
[0.122],[1.7428],[0.0153 0.0153 0.0153 0.0193 0.0193 0.0088],[-0.1867]
[0.124],[1.7431],[0.0151 0.0151 0.0151 0.019  0.019  0.0087],[-0.0028]
[0.126],[1.7433],[0.015  0.015  0.015  0.0187 0.0187 0.0085],[0.1704]
[0.128],[1.7436],[0.0148 0.0148 0.0148 0.0184 0.0184 0.0083],[0.3292]
[0.13],[1.7439],[0.0146 0.0146 0.0146 0.018  0.018  0.0082],[0.4708]
[0.132],[1.7441],[0.0144 0.0144 0.0144 0.0177 0.0177 0.0081],[0.5929]
[0.134],[1.7444],[0.0143 0.0143 0.0143 0.0174 0.0174 0.0079],[0.6941]
[0.136],[1.7446],[0.0141 0.0141 0.0141 0.0171 0.0171 0.0078],[0.7735]
[0.138],[1.7447],[0.0139 0.0139 0.0139 0.0169 0.0169 0.0077],[0.8307]
[0.14],[1.7449],[0.0138 0.0138 0.0138 0.0166 0.0166 0.0075],[0.866]
[0.142],[1.7449],[0.0136 0.0136 0.0136 0.0163 0.0163 0.0074],[0.9634]
[0.144],[1.745],[0.0134 0.0134 0.0134 0.016  0.016  0.0073],[0.9438]
[0.146],[1.745],[0.0132 0.0132 0.0132 0.0157 0.0157 0.0071],[0.9054]
[0.148],[1.745],[0.013  0.013  0.013  0.0154 0.0154 0.007 ],[0.8503]
[0.15],[1.7449],[0.0128 0.0128 0.0128 0.0152 0.0152 0.0069],[0.7812]
[0.152],[1.7448],[0.0127 0.0127 0.0127 0.0149 0.0149 0.0068],[0.7008]
[0.154],[1.7446],[0.0125 0.0125 0.0125 0.0147 0.0147 0.0067],[0.6116]
[0.156],[1.7445],[0.0123 0.0123 0.0123 0.0144 0.0144 0.0066],[0.5165]
[0.158],[1.7443],[0.0122 0.0122 0.0122 0.0142 0.0142 0.0064],[0.418]
[0.16],[1.7441],[0.012  0.012  0.012  0.0139 0.0139 0.0063],[0.3189]
[0.162],[1.7439],[0.0118 0.0118 0.0118 0.0138 0.0138 0.0063],[0.1816]
[0.164],[1.7438],[0.0116 0.0116 0.0116 0.0137 0.0137 0.0063],[0.0962]
[0.166],[1.7436],[0.0114 0.0114 0.0114 0.0137 0.0137 0.0062],[0.0174]
[0.168],[1.7434],[0.0112 0.0112 0.0112 0.0136 0.0136 0.0062],[-0.0532]
[0.17],[1.7432],[0.011  0.011  0.011  0.0135 0.0135 0.0061],[-0.1143]
[0.172],[1.743],[0.0108 0.0108 0.0108 0.0134 0.0134 0.0061],[-0.1652]
[0.174],[1.7429],[0.0106 0.0106 0.0106 0.0133 0.0133 0.0061],[-0.2054]
[0.176],[1.7428],[0.0105 0.0105 0.0105 0.0133 0.0133 0.006 ],[-0.2346]
[0.178],[1.7427],[0.0103 0.0103 0.0103 0.0132 0.0132 0.006 ],[-0.2529]
[0.18],[1.7426],[0.0101 0.0101 0.0101 0.0131 0.0131 0.006 ],[-0.2606]
[0.182],[1.7425],[0.01   0.01   0.01   0.013  0.013  0.0059],[-0.2919]
[0.184],[1.7425],[0.0098 0.0098 0.0098 0.0128 0.0128 0.0058],[-0.275]
[0.186],[1.7425],[0.0096 0.0096 0.0096 0.0126 0.0126 0.0058],[-0.2498]
[0.188],[1.7424],[0.0095 0.0095 0.0095 0.0125 0.0125 0.0057],[-0.2177]
[0.19],[1.7425],[0.0093 0.0093 0.0093 0.0124 0.0124 0.0057],[-0.1799]
[0.192],[1.7425],[0.0092 0.0092 0.0092 0.0122 0.0122 0.0056],[-0.1378]
[0.194],[1.7425],[0.009  0.009  0.009  0.0121 0.0121 0.0055],[-0.0927]
[0.196],[1.7426],[0.0089 0.0089 0.0089 0.0119 0.0119 0.0055],[-0.0459]
[0.198],[1.7426],[0.0087 0.0087 0.0087 0.0118 0.0118 0.0054],[0.0014]
[0.2],[1.7427],[0.0086 0.0086 0.0086 0.0117 0.0117 0.0054],[0.0481]
[0.202],[1.7428],[0.0085 0.0085 0.0085 0.0115 0.0115 0.0053],[0.1158]
[0.204],[1.7428],[0.0084 0.0084 0.0084 0.0113 0.0113 0.0052],[0.1537]
[0.206],[1.7429],[0.0082 0.0082 0.0082 0.0111 0.0111 0.0051],[0.1876]
[0.208],[1.743],[0.0081 0.0081 0.0081 0.0109 0.0109 0.005 ],[0.2168]
[0.21],[1.743],[0.008  0.008  0.008  0.0107 0.0107 0.005 ],[0.2411]
[0.212],[1.7431],[0.0079 0.0079 0.0079 0.0105 0.0105 0.0049],[0.2601]
[0.214],[1.7431],[0.0078 0.0078 0.0078 0.0104 0.0104 0.0048],[0.2737]
[0.216],[1.7431],[0.0077 0.0077 0.0077 0.0102 0.0102 0.0047],[0.282]
[0.218],[1.7431],[0.0076 0.0076 0.0076 0.01   0.01   0.0047],[0.2851]
[0.22],[1.7432],[0.0075 0.0075 0.0075 0.0099 0.0099 0.0046],[0.2832]
[0.222],[1.7432],[0.0074 0.0074 0.0074 0.0097 0.0097 0.0045],[0.2907]
[0.224],[1.7432],[0.0073 0.0073 0.0073 0.0095 0.0095 0.0045],[0.2781]
[0.226],[1.7431],[0.0072 0.0072 0.0072 0.0094 0.0094 0.0044],[0.2619]
[0.228],[1.7431],[0.0071 0.0071 0.0071 0.0092 0.0092 0.0043],[0.2427]
[0.23],[1.7431],[0.007  0.007  0.007  0.0091 0.0091 0.0043],[0.2211]
[0.232],[1.7431],[0.0069 0.0069 0.0069 0.009  0.009  0.0042],[0.1979]
[0.234],[1.743],[0.0068 0.0068 0.0068 0.0088 0.0088 0.0042],[0.1737]
[0.236],[1.743],[0.0067 0.0067 0.0067 0.0087 0.0087 0.0041],[0.1491]
[0.238],[1.7429],[0.0066 0.0066 0.0066 0.0086 0.0086 0.0041],[0.1247]
[0.24],[1.7429],[0.0065 0.0065 0.0065 0.0084 0.0084 0.004 ],[0.1011]
[0.242],[1.7428],[0.0064 0.0064 0.0064 0.0083 0.0083 0.004 ],[0.066]
[0.244],[1.7428],[0.0063 0.0063 0.0063 0.0082 0.0082 0.0039],[0.0476]
[0.246],[1.7427],[0.0062 0.0062 0.0062 0.0081 0.0081 0.0039],[0.0314]
[0.248],[1.7427],[0.0061 0.0061 0.0061 0.008  0.008  0.0038],[0.0176]
[0.25],[1.7427],[0.006  0.006  0.006  0.0079 0.0079 0.0038],[0.0064]
[0.252],[1.7426],[0.0059 0.0059 0.0059 0.0078 0.0078 0.0038],[-0.0022]
[0.254],[1.7426],[0.0058 0.0058 0.0058 0.0077 0.0077 0.0037],[-0.0081]
[0.256],[1.7426],[0.0058 0.0058 0.0058 0.0077 0.0077 0.0037],[-0.0115]
[0.258],[1.7426],[0.0057 0.0057 0.0057 0.0076 0.0076 0.0037],[-0.0124]
[0.26],[1.7426],[0.0056 0.0056 0.0056 0.0075 0.0075 0.0036],[-0.011]
[0.262],[1.7425],[0.0055 0.0055 0.0055 0.0074 0.0074 0.0036],[-0.0137]
[0.264],[1.7425],[0.0054 0.0054 0.0054 0.0073 0.0073 0.0035],[-0.0075]
[0.266],[1.7425],[0.0054 0.0054 0.0054 0.0072 0.0072 0.0035],[0.0003]
[0.268],[1.7425],[0.0053 0.0053 0.0053 0.0071 0.0071 0.0035],[0.0093]
[0.27],[1.7426],[0.0052 0.0052 0.0052 0.007  0.007  0.0034],[0.0191]
[0.272],[1.7426],[0.0051 0.0051 0.0051 0.0069 0.0069 0.0034],[0.0294]
[0.274],[1.7426],[0.0051 0.0051 0.0051 0.0068 0.0068 0.0033],[0.04]
[0.276],[1.7426],[0.005  0.005  0.005  0.0067 0.0067 0.0033],[0.0505]
[0.278],[1.7426],[0.0049 0.0049 0.0049 0.0066 0.0066 0.0033],[0.0607]
[0.28],[1.7426],[0.0049 0.0049 0.0049 0.0065 0.0065 0.0032],[0.0703]
[0.282],[1.7426],[0.0048 0.0048 0.0048 0.0064 0.0064 0.0032],[0.0849]
[0.284],[1.7427],[0.0047 0.0047 0.0047 0.0063 0.0063 0.0031],[0.0918]
[0.286],[1.7427],[0.0047 0.0047 0.0047 0.0062 0.0062 0.0031],[0.0975]
[0.288],[1.7427],[0.0046 0.0046 0.0046 0.0061 0.0061 0.0031],[0.1019]
[0.29],[1.7427],[0.0045 0.0045 0.0045 0.006  0.006  0.003 ],[0.1051]
[0.292],[1.7427],[0.0045 0.0045 0.0045 0.006  0.006  0.003 ],[0.1069]
[0.294],[1.7427],[0.0044 0.0044 0.0044 0.0059 0.0059 0.0029],[0.1074]
[0.296],[1.7427],[0.0044 0.0044 0.0044 0.0058 0.0058 0.0029],[0.1067]
[0.298],[1.7427],[0.0043 0.0043 0.0043 0.0057 0.0057 0.0029],[0.1049]
[0.3],[1.7427],[0.0043 0.0043 0.0043 0.0056 0.0056 0.0028],[0.1021]
[0.302],[1.7427],[0.0042 0.0042 0.0042 0.0055 0.0055 0.0028],[0.1]
[0.304],[1.7427],[0.0042 0.0042 0.0042 0.0055 0.0055 0.0028],[0.0953]
[0.306],[1.7427],[0.0041 0.0041 0.0041 0.0054 0.0054 0.0027],[0.0899]
[0.308],[1.7427],[0.004  0.004  0.004  0.0053 0.0053 0.0027],[0.0841]
[0.31],[1.7427],[0.004  0.004  0.004  0.0052 0.0052 0.0027],[0.0779]
[0.312],[1.7427],[0.0039 0.0039 0.0039 0.0052 0.0052 0.0026],[0.0716]
[0.314],[1.7427],[0.0039 0.0039 0.0039 0.0051 0.0051 0.0026],[0.0653]
[0.316],[1.7426],[0.0038 0.0038 0.0038 0.005  0.005  0.0026],[0.0592]
[0.318],[1.7426],[0.0038 0.0038 0.0038 0.005  0.005  0.0026],[0.0533]
[0.32],[1.7426],[0.0038 0.0038 0.0038 0.0049 0.0049 0.0025],[0.0477]
[0.322],[1.7426],[0.0037 0.0037 0.0037 0.0048 0.0048 0.0025],[0.039]
[0.324],[1.7426],[0.0037 0.0037 0.0037 0.0048 0.0048 0.0025],[0.0351]
[0.326],[1.7426],[0.0036 0.0036 0.0036 0.0047 0.0047 0.0025],[0.0318]
[0.328],[1.7426],[0.0036 0.0036 0.0036 0.0046 0.0046 0.0024],[0.0291]
[0.33],[1.7426],[0.0035 0.0035 0.0035 0.0046 0.0046 0.0024],[0.0271]
[0.332],[1.7426],[0.0035 0.0035 0.0035 0.0045 0.0045 0.0024],[0.0257]
[0.334],[1.7426],[0.0034 0.0034 0.0034 0.0045 0.0045 0.0024],[0.0249]
[0.336],[1.7426],[0.0034 0.0034 0.0034 0.0044 0.0044 0.0023],[0.0246]
[0.338],[1.7425],[0.0033 0.0033 0.0033 0.0044 0.0044 0.0023],[0.0249]
[0.34],[1.7425],[0.0033 0.0033 0.0033 0.0043 0.0043 0.0023],[0.0257]
[0.342],[1.7425],[0.0033 0.0033 0.0033 0.0043 0.0043 0.0023],[0.0257]
[0.344],[1.7425],[0.0032 0.0032 0.0032 0.0042 0.0042 0.0023],[0.0274]
[0.346],[1.7425],[0.0032 0.0032 0.0032 0.0042 0.0042 0.0022],[0.0293]
[0.348],[1.7425],[0.0031 0.0031 0.0031 0.0041 0.0041 0.0022],[0.0314]
[0.35],[1.7425],[0.0031 0.0031 0.0031 0.004  0.004  0.0022],[0.0336]
[0.352],[1.7426],[0.0031 0.0031 0.0031 0.004  0.004  0.0022],[0.0357]
[0.354],[1.7426],[0.003  0.003  0.003  0.0039 0.0039 0.0021],[0.0378]
[0.356],[1.7426],[0.003  0.003  0.003  0.0039 0.0039 0.0021],[0.0398]
[0.358],[1.7426],[0.003  0.003  0.003  0.0039 0.0039 0.0021],[0.0417]
[0.36],[1.7426],[0.0029 0.0029 0.0029 0.0038 0.0038 0.0021],[0.0433]
[0.362],[1.7426],[0.0029 0.0029 0.0029 0.0038 0.0038 0.0021],[0.046]
[0.364],[1.7426],[0.0029 0.0029 0.0029 0.0037 0.0037 0.002 ],[0.0469]
[0.366],[1.7426],[0.0028 0.0028 0.0028 0.0037 0.0037 0.002 ],[0.0475]
[0.368],[1.7426],[0.0028 0.0028 0.0028 0.0036 0.0036 0.002 ],[0.0478]
[0.37],[1.7426],[0.0028 0.0028 0.0028 0.0036 0.0036 0.002 ],[0.0477]
[0.372],[1.7426],[0.0027 0.0027 0.0027 0.0035 0.0035 0.002 ],[0.0474]
[0.374],[1.7426],[0.0027 0.0027 0.0027 0.0035 0.0035 0.0019],[0.0468]
[0.376],[1.7426],[0.0027 0.0027 0.0027 0.0034 0.0034 0.0019],[0.0459]
[0.378],[1.7426],[0.0026 0.0026 0.0026 0.0034 0.0034 0.0019],[0.0448]
[0.38],[1.7426],[0.0026 0.0026 0.0026 0.0033 0.0033 0.0019],[0.0434]
[0.382],[1.7426],[0.0026 0.0026 0.0026 0.0033 0.0033 0.0019],[0.0419]
[0.384],[1.7426],[0.0026 0.0026 0.0026 0.0033 0.0033 0.0019],[0.0403]
[0.386],[1.7426],[0.0025 0.0025 0.0025 0.0032 0.0032 0.0018],[0.0387]
[0.388],[1.7426],[0.0025 0.0025 0.0025 0.0032 0.0032 0.0018],[0.0369]
