timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.744],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[16.029]
[0.004],[1.7446],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.7188]
[0.006],[1.7446],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2238]
[0.008],[1.7439],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7937]
[0.01],[1.7428],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4311]
[0.012],[1.7413],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1766]
[0.014],[1.7396],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0657]
[0.016],[1.7378],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1287]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6097]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1303]
[0.022],[1.7325],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.556]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.3815]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9701]
[0.028],[1.7293],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3295]
[0.03],[1.7288],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4728]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4164]
[0.034],[1.7288],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1802]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7865]
[0.038],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.2593]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6239]
[0.042],[1.7321],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.9007]
[0.044],[1.7335],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.1186]
[0.046],[1.735],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.304]
[0.048],[1.7366],[0.001 0.001 0.001 0.001 0.001 0.001],[-1.4821]
[0.05],[1.7382],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6745]
[0.052],[1.7399],[0.001 0.001 0.001 0.001 0.001 0.001],[0.0993]
[0.054],[1.7415],[0.001 0.001 0.001 0.001 0.001 0.001],[0.8222]
[0.056],[1.7431],[0.001 0.001 0.001 0.001 0.001 0.001],[1.4798]
[0.058],[1.7446],[0.001 0.001 0.001 0.001 0.001 0.001],[2.0603]
[0.06],[1.7459],[0.001 0.001 0.001 0.001 0.001 0.001],[2.5549]
[0.062],[1.7471],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[3.4587]
[0.064],[1.7481],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[3.6863]
[0.066],[1.749],[0.001  0.001  0.001  0.0018 0.0018 0.0012],[3.8156]
[0.068],[1.7496],[0.001  0.001  0.001  0.0019 0.0019 0.0012],[3.8499]
[0.07],[1.75],[0.001  0.001  0.001  0.002  0.002  0.0012],[3.7951]
[0.072],[1.7503],[0.001  0.001  0.001  0.002  0.002  0.0013],[3.6585]
[0.074],[1.7504],[0.001  0.001  0.001  0.002  0.002  0.0013],[3.4493]
[0.076],[1.7503],[0.001  0.001  0.001  0.002  0.002  0.0013],[3.1775]
[0.078],[1.75],[0.001  0.001  0.001  0.002  0.002  0.0013],[2.8539]
[0.08],[1.7497],[0.001  0.001  0.001  0.002  0.002  0.0013],[2.4899]
[0.082],[1.7492],[0.001  0.001  0.001  0.002  0.002  0.0013],[2.0767]
[0.084],[1.7486],[0.001  0.001  0.001  0.002  0.002  0.0013],[1.673]
[0.086],[1.7479],[0.001  0.001  0.001  0.002  0.002  0.0012],[1.261]
[0.088],[1.7472],[0.001  0.001  0.001  0.002  0.002  0.0012],[0.8519]
[0.09],[1.7465],[0.001  0.001  0.001  0.0019 0.0019 0.0012],[0.455]
[0.092],[1.7458],[0.001  0.001  0.001  0.0019 0.0019 0.0012],[0.0788]
[0.094],[1.745],[0.001  0.001  0.001  0.0019 0.0019 0.0012],[-0.2694]
[0.096],[1.7443],[0.001  0.001  0.001  0.0019 0.0019 0.0012],[-0.5836]
[0.098],[1.7436],[0.001  0.001  0.001  0.0019 0.0019 0.0012],[-0.8589]
[0.1],[1.743],[0.001  0.001  0.001  0.0018 0.0018 0.0012],[-1.0918]
[0.102],[1.7424],[0.001  0.001  0.001  0.0018 0.0018 0.0012],[-1.5053]
[0.104],[1.742],[0.001  0.001  0.001  0.0018 0.0018 0.0012],[-1.6084]
[0.106],[1.7416],[0.001  0.001  0.001  0.0018 0.0018 0.0012],[-1.6648]
[0.108],[1.7413],[0.001  0.001  0.001  0.0018 0.0018 0.0012],[-1.6769]
[0.11],[1.7411],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[-1.6475]
[0.112],[1.741],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[-1.5807]
[0.114],[1.7409],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[-1.4808]
[0.116],[1.7409],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[-1.3528]
[0.118],[1.741],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[-1.2018]
[0.12],[1.7412],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[-1.0332]
[0.122],[1.7414],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[-0.8322]
[0.124],[1.7416],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[-0.6483]
[0.126],[1.7419],[0.001  0.001  0.001  0.0016 0.0016 0.0011],[-0.462]
[0.128],[1.7422],[0.001  0.001  0.001  0.0016 0.0016 0.0011],[-0.2784]
[0.13],[1.7425],[0.001  0.001  0.001  0.0016 0.0016 0.0011],[-0.1017]
[0.132],[1.7428],[0.001  0.001  0.001  0.0016 0.0016 0.0011],[0.0645]
[0.134],[1.7431],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.2169]
[0.136],[1.7434],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.3529]
[0.138],[1.7436],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.4705]
[0.14],[1.7439],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.5683]
[0.142],[1.7441],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.7495]
[0.144],[1.7442],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.7881]
[0.146],[1.7444],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.8054]
[0.148],[1.7445],[0.001  0.001  0.001  0.0015 0.0015 0.0011],[0.8026]
[0.15],[1.7445],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.7812]
[0.152],[1.7445],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.7432]
[0.154],[1.7445],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.6907]
[0.156],[1.7444],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.6261]
[0.158],[1.7444],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.5517]
[0.16],[1.7442],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.4701]
[0.162],[1.7441],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.3721]
[0.164],[1.744],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.286]
[0.166],[1.7438],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.1997]
[0.168],[1.7437],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.1154]
[0.17],[1.7435],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.035]
[0.172],[1.7433],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.04]
[0.174],[1.7432],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.108]
[0.176],[1.743],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.1681]
[0.178],[1.7429],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.2194]
[0.18],[1.7427],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.2613]
[0.182],[1.7426],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.3396]
[0.184],[1.7425],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.3542]
[0.186],[1.7425],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.359]
[0.188],[1.7424],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.3547]
[0.19],[1.7424],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.3421]
[0.192],[1.7424],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.3221]
[0.194],[1.7424],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.2957]
[0.196],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.2641]
[0.198],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.2283]
[0.2],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1896]
[0.202],[1.7425],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1412]
[0.204],[1.7425],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1014]
[0.206],[1.7426],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.0619]
[0.208],[1.7427],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.0237]
[0.21],[1.7427],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[0.0124]
[0.212],[1.7428],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[0.0457]
[0.214],[1.7428],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.0756]
[0.216],[1.7429],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1017]
[0.218],[1.743],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1236]
[0.22],[1.743],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1411]
[0.222],[1.743],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1756]
[0.224],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1806]
[0.226],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1812]
[0.228],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1776]
[0.23],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1703]
[0.232],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1597]
[0.234],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.1464]
[0.236],[1.7431],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.1308]
[0.238],[1.743],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.1134]
[0.24],[1.743],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0949]
[0.242],[1.743],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0719]
[0.244],[1.7429],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0534]
[0.246],[1.7429],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0352]
[0.248],[1.7429],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0177]
[0.25],[1.7428],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0013]
[0.252],[1.7428],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0136]
[0.254],[1.7428],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0269]
[0.256],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0384]
[0.258],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0479]
[0.26],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0553]
[0.262],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0699]
[0.264],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0716]
[0.266],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0712]
[0.268],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0691]
[0.27],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0652]
[0.272],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.06]
[0.274],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0535]
[0.276],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.046]
[0.278],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0379]
[0.28],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0293]
[0.282],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0179]
[0.284],[1.7426],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0095]
[0.286],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[-0.0013]
[0.288],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0065]
[0.29],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0137]
[0.292],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0202]
[0.294],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0259]
[0.296],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0308]
[0.298],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0347]
[0.3],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0376]
[0.302],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0441]
[0.304],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0444]
[0.306],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0439]
[0.308],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0425]
[0.31],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0403]
[0.312],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0375]
[0.314],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0343]
[0.316],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0306]
[0.318],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0266]
[0.32],[1.7427],[0.001  0.001  0.001  0.0011 0.0011 0.001 ],[0.0224]
[0.322],[1.7427],[0.001 0.001 0.001 0.001 0.001 0.001],[0.0172]
