timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.7439],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[16.0198]
[0.004],[1.7445],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.7107]
[0.006],[1.7445],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2177]
[0.008],[1.7438],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7893]
[0.01],[1.7427],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4284]
[0.012],[1.7412],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1754]
[0.014],[1.7396],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0658]
[0.016],[1.7377],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1299]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6075]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1274]
[0.022],[1.7325],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5518]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.377]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9655]
[0.028],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3251]
[0.03],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4686]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4125]
[0.034],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1768]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7836]
[0.038],[1.7299],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.2571]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6223]
[0.042],[1.7321],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-3.8999]
[0.044],[1.7334],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-3.1166]
[0.046],[1.7349],[0.001  0.001  0.001  0.0017 0.0017 0.0013],[-2.2998]
[0.048],[1.7365],[0.001  0.001  0.001  0.0017 0.0017 0.0013],[-1.475]
[0.05],[1.7382],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[-0.6641]
[0.052],[1.7398],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[0.1133]
[0.054],[1.7415],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[0.8399]
[0.056],[1.743],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[1.5012]
[0.058],[1.7445],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[2.0854]
[0.06],[1.7459],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[2.5834]
[0.062],[1.7471],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[3.4925]
[0.064],[1.7481],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[3.7204]
[0.066],[1.7489],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[3.8484]
[0.068],[1.7496],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[3.8801]
[0.07],[1.75],[0.001  0.001  0.001  0.0018 0.0018 0.0013],[3.8217]
[0.072],[1.7503],[0.001  0.001  0.001  0.0017 0.0017 0.0013],[3.6809]
[0.074],[1.7503],[0.001  0.001  0.001  0.0017 0.0017 0.0013],[3.4667]
[0.076],[1.7503],[0.001  0.001  0.001  0.0017 0.0017 0.0013],[3.1896]
[0.078],[1.75],[0.001  0.001  0.001  0.0017 0.0017 0.0013],[2.8605]
[0.08],[1.7496],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[2.4909]
[0.082],[1.7491],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[2.0695]
[0.084],[1.7485],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[1.661]
[0.086],[1.7479],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[1.2446]
[0.088],[1.7472],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[0.8316]
[0.09],[1.7464],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[0.4313]
[0.092],[1.7457],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[0.0522]
[0.094],[1.7449],[0.001  0.001  0.001  0.0016 0.0016 0.0012],[-0.2982]
[0.096],[1.7442],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-0.614]
[0.098],[1.7435],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-0.8902]
[0.1],[1.7429],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.1234]
[0.102],[1.7423],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.5388]
[0.104],[1.7419],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.6407]
[0.106],[1.7415],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.6955]
[0.108],[1.7412],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.7055]
[0.11],[1.741],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.6737]
[0.112],[1.7409],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.6042]
[0.114],[1.7408],[0.001  0.001  0.001  0.0015 0.0015 0.0012],[-1.5014]
[0.116],[1.7409],[0.001  0.001  0.001  0.0014 0.0014 0.0012],[-1.3702]
[0.118],[1.741],[0.001  0.001  0.001  0.0014 0.0014 0.0012],[-1.2161]
[0.12],[1.7411],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[-1.0444]
[0.122],[1.7413],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[-0.839]
[0.124],[1.7416],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[-0.6525]
[0.126],[1.7418],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[-0.4638]
[0.128],[1.7421],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[-0.278]
[0.13],[1.7424],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[-0.0993]
[0.132],[1.7428],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.0685]
[0.134],[1.7431],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.2222]
[0.136],[1.7433],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.3593]
[0.138],[1.7436],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.4777]
[0.14],[1.7439],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.576]
[0.142],[1.7441],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.7586]
[0.144],[1.7442],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.7969]
[0.146],[1.7444],[0.001  0.001  0.001  0.0014 0.0014 0.0011],[0.8137]
[0.148],[1.7444],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.8102]
[0.15],[1.7445],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.7879]
[0.152],[1.7445],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.7488]
[0.154],[1.7445],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.6952]
[0.156],[1.7444],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.6293]
[0.158],[1.7443],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.5536]
[0.16],[1.7442],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.4708]
[0.162],[1.7441],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.371]
[0.164],[1.744],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.2838]
[0.166],[1.7438],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.1965]
[0.168],[1.7436],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.1113]
[0.17],[1.7435],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[0.0301]
[0.172],[1.7433],[0.001  0.001  0.001  0.0013 0.0013 0.0011],[-0.0455]
[0.174],[1.7431],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1141]
[0.176],[1.743],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1745]
[0.178],[1.7428],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.226]
[0.18],[1.7427],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.268]
[0.182],[1.7426],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3467]
[0.184],[1.7425],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3611]
[0.186],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3656]
[0.188],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3609]
[0.19],[1.7423],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3477]
[0.192],[1.7423],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3271]
[0.194],[1.7423],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.3001]
[0.196],[1.7423],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.2678]
[0.198],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.2314]
[0.2],[1.7424],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.192]
[0.202],[1.7425],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1425]
[0.204],[1.7425],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.1022]
[0.206],[1.7426],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.0622]
[0.208],[1.7426],[0.001  0.001  0.001  0.0012 0.0012 0.0011],[-0.0235]
[0.21],[1.7427],[0.001  0.001  0.001  0.0012 0.0012 0.001 ],[0.013]
