timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.7439],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[15.9909]
[0.004],[1.7445],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.6852]
[0.006],[1.7445],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.1983]
[0.008],[1.7438],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7758]
[0.01],[1.7427],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4202]
[0.012],[1.7412],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1721]
[0.014],[1.7395],[0.001 0.001 0.001 0.001 0.001 0.001],[3.067]
[0.016],[1.7377],[0.001 0.001 0.001 0.001 0.001 0.001],[1.135]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.5992]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1165]
[0.022],[1.7325],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5362]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.3605]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9486]
[0.028],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3084]
[0.03],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4525]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3975]
[0.034],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1632]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7717]
[0.038],[1.7299],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.247]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6142]
[0.042],[1.7321],[0.001  0.001  0.001  0.001  0.001  0.0011],[-3.8946]
[0.044],[1.7334],[0.001  0.001  0.001  0.0011 0.001  0.0012],[-3.1148]
[0.046],[1.7349],[0.001  0.001  0.001  0.0011 0.001  0.0012],[-2.3022]
[0.048],[1.7365],[0.001  0.001  0.001  0.0011 0.001  0.0012],[-1.4822]
[0.05],[1.7381],[0.001  0.001  0.001  0.0011 0.001  0.0012],[-0.6761]
[0.052],[1.7398],[0.001  0.001  0.001  0.0011 0.001  0.0012],[0.0964]
[0.054],[1.7414],[0.001  0.001  0.001  0.0011 0.001  0.0012],[0.8184]
[0.056],[1.743],[0.001  0.001  0.001  0.0011 0.001  0.0013],[1.4753]
[0.058],[1.7445],[0.001  0.001  0.001  0.0011 0.001  0.0013],[2.0554]
[0.06],[1.7458],[0.001  0.001  0.001  0.0011 0.001  0.0013],[2.5498]
[0.062],[1.747],[0.001  0.001  0.001  0.0011 0.001  0.0013],[3.4527]
[0.064],[1.7481],[0.001  0.001  0.001  0.0011 0.001  0.0014],[3.6789]
[0.066],[1.7489],[0.001  0.001  0.001  0.0011 0.001  0.0014],[3.806]
[0.068],[1.7495],[0.001  0.001  0.001  0.0012 0.001  0.0014],[3.8377]
[0.07],[1.7499],[0.001  0.001  0.001  0.0012 0.001  0.0014],[3.7798]
[0.072],[1.7502],[0.001  0.001  0.001  0.0012 0.001  0.0014],[3.6402]
[0.074],[1.7503],[0.001  0.001  0.001  0.0012 0.001  0.0014],[3.4278]
[0.076],[1.7502],[0.001  0.001  0.001  0.0012 0.001  0.0014],[3.153]
[0.078],[1.7499],[0.001  0.001  0.001  0.0012 0.001  0.0014],[2.8265]
[0.08],[1.7496],[0.001  0.001  0.001  0.0012 0.001  0.0014],[2.4599]
[0.082],[1.7491],[0.001  0.001  0.001  0.0012 0.001  0.0015],[2.0422]
[0.084],[1.7485],[0.001  0.001  0.001  0.0012 0.001  0.0015],[1.6372]
[0.086],[1.7478],[0.001  0.001  0.001  0.0012 0.001  0.0015],[1.2245]
[0.088],[1.7471],[0.001  0.001  0.001  0.0012 0.001  0.0016],[0.8152]
[0.09],[1.7464],[0.001  0.001  0.001  0.0012 0.001  0.0016],[0.4186]
[0.092],[1.7456],[0.001  0.001  0.001  0.0012 0.001  0.0016],[0.0432]
[0.094],[1.7449],[0.001  0.001  0.001  0.0012 0.001  0.0016],[-0.3038]
[0.096],[1.7442],[0.001  0.001  0.001  0.0012 0.001  0.0016],[-0.6164]
[0.098],[1.7435],[0.001  0.001  0.001  0.0012 0.001  0.0016],[-0.8897]
[0.1],[1.7429],[0.001  0.001  0.001  0.0012 0.001  0.0016],[-1.1203]
[0.102],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0016],[-1.5311]
[0.104],[1.7419],[0.001  0.001  0.001  0.0012 0.001  0.0016],[-1.6314]
[0.106],[1.7415],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.6849]
[0.108],[1.7412],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.694]
[0.11],[1.741],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.6616]
[0.112],[1.7409],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.5917]
[0.114],[1.7409],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.4889]
[0.116],[1.7409],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.3581]
[0.118],[1.741],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.2045]
[0.12],[1.7411],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-1.0336]
[0.122],[1.7413],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-0.8286]
[0.124],[1.7416],[0.001  0.001  0.001  0.0012 0.001  0.0017],[-0.6431]
[0.126],[1.7419],[0.001  0.001  0.001  0.0012 0.001  0.0018],[-0.4555]
[0.128],[1.7422],[0.001  0.001  0.001  0.0012 0.001  0.0018],[-0.2708]
[0.13],[1.7425],[0.001  0.001  0.001  0.0012 0.001  0.0018],[-0.0932]
[0.132],[1.7428],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.0735]
[0.134],[1.7431],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.2262]
[0.136],[1.7434],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.3623]
[0.138],[1.7436],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.4799]
[0.14],[1.7439],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.5774]
[0.142],[1.7441],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.7588]
[0.144],[1.7442],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.7969]
[0.146],[1.7444],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.8136]
[0.148],[1.7444],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.8101]
[0.15],[1.7445],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.7881]
[0.152],[1.7445],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.7494]
[0.154],[1.7445],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.6963]
[0.156],[1.7444],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.631]
[0.158],[1.7443],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.5562]
[0.16],[1.7442],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.4742]
[0.162],[1.7441],[0.001  0.001  0.001  0.0012 0.001  0.0018],[0.3755]
[0.164],[1.744],[0.001  0.001  0.001  0.0012 0.001  0.0019],[0.2893]
[0.166],[1.7438],[0.001  0.001  0.001  0.0012 0.001  0.0019],[0.203]
[0.168],[1.7436],[0.001  0.001  0.001  0.0012 0.001  0.0019],[0.1188]
[0.17],[1.7435],[0.001  0.001  0.001  0.0012 0.001  0.0019],[0.0387]
[0.172],[1.7433],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.0359]
[0.174],[1.7431],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.1035]
[0.176],[1.743],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.1631]
[0.178],[1.7428],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.2138]
[0.18],[1.7427],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.255]
[0.182],[1.7426],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.3324]
[0.184],[1.7425],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.3462]
[0.186],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.3503]
[0.188],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.3452]
[0.19],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.3319]
[0.192],[1.7423],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.3111]
[0.194],[1.7423],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.284]
[0.196],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.2517]
[0.198],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.2153]
[0.2],[1.7424],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.176]
[0.202],[1.7425],[0.001  0.001  0.001  0.0012 0.001  0.0019],[-0.1265]
