timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.741],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[22.7677]
[0.004],[1.7384],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[19.1783]
[0.006],[1.735],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[13.0693]
[0.008],[1.731],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4873]
[0.01],[1.7266],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[2.4074]
[0.012],[1.7222],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1105]
[0.014],[1.718],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.0239]
[0.016],[1.7141],[0.001 0.001 0.001 0.001 0.001 0.001],[-9.3055]
[0.018],[1.7107],[0.001 0.001 0.001 0.001 0.001 0.001],[-11.9432]
[0.02],[1.7079],[0.001 0.001 0.001 0.001 0.001 0.001],[-13.9395]
[0.022],[1.706],[0.001 0.001 0.001 0.001 0.001 0.001],[-17.7136]
[0.024],[1.7049],[0.001 0.001 0.001 0.001 0.001 0.001],[-18.0086]
[0.026],[1.7047],[0.001 0.001 0.001 0.001 0.001 0.001],[-17.7473]
[0.028],[1.7054],[0.001 0.001 0.001 0.001 0.001 0.001],[-16.9901]
[0.03],[1.707],[0.001 0.001 0.001 0.001 0.001 0.001],[-15.8016]
[0.032],[1.7092],[0.001 0.001 0.001 0.001 0.001 0.001],[-14.2512]
[0.034],[1.7121],[0.001 0.001 0.001 0.001 0.001 0.001],[-12.4108]
[0.036],[1.7156],[0.001 0.001 0.001 0.001 0.001 0.001],[-10.3529]
[0.038],[1.7196],[0.001 0.001 0.001 0.001 0.001 0.001],[-8.1495]
[0.04],[1.7239],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.8695]
[0.042],[1.7284],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.6831]
[0.044],[1.7329],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.576]
[0.046],[1.7374],[0.001 0.001 0.001 0.001 0.001 0.001],[1.4236]
[0.048],[1.7419],[0.001 0.001 0.001 0.001 0.001 0.001],[3.2685]
[0.05],[1.7461],[0.001 0.001 0.001 0.001 0.001 0.001],[4.923]
[0.052],[1.75],[0.001 0.001 0.001 0.001 0.001 0.001],[6.3592]
[0.054],[1.7535],[0.001 0.001 0.001 0.001 0.001 0.001],[7.5567]
[0.056],[1.7567],[0.001 0.001 0.001 0.001 0.001 0.001],[8.5025]
[0.058],[1.7593],[0.001 0.001 0.001 0.001 0.001 0.001],[9.1909]
[0.06],[1.7616],[0.001 0.001 0.001 0.001 0.001 0.001],[9.623]
[0.062],[1.7632],[0.001 0.001 0.001 0.001 0.001 0.001],[10.8407]
[0.064],[1.7643],[0.001 0.001 0.001 0.001 0.001 0.001],[10.6236]
[0.066],[1.7649],[0.001 0.001 0.001 0.001 0.001 0.001],[10.1789]
[0.068],[1.765],[0.001 0.001 0.001 0.001 0.001 0.001],[9.5342]
[0.07],[1.7646],[0.001 0.001 0.001 0.001 0.001 0.001],[8.719]
[0.072],[1.7639],[0.001 0.001 0.001 0.001 0.001 0.001],[7.7646]
[0.074],[1.7627],[0.001 0.001 0.001 0.001 0.001 0.001],[6.7035]
[0.076],[1.7612],[0.001 0.001 0.001 0.001 0.001 0.001],[5.5684]
[0.078],[1.7595],[0.001 0.001 0.001 0.001 0.001 0.001],[4.3912]
[0.08],[1.7576],[0.001 0.001 0.001 0.001 0.001 0.001],[3.2025]
[0.082],[1.7556],[0.001 0.001 0.001 0.001 0.001 0.001],[1.5847]
[0.084],[1.7535],[0.001 0.001 0.001 0.001 0.001 0.001],[0.5412]
[0.086],[1.7514],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.4371]
[0.088],[1.7494],[0.001 0.001 0.001 0.001 0.001 0.001],[-1.3299]
[0.09],[1.7475],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1226]
[0.092],[1.7457],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.8041]
