timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.7439],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[16.0038]
[0.004],[1.7445],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.6965]
[0.006],[1.7445],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2069]
[0.008],[1.7438],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7817]
[0.01],[1.7427],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4237]
[0.012],[1.7412],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1734]
[0.014],[1.7395],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0663]
[0.016],[1.7377],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1325]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6031]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1216]
[0.022],[1.7324],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5434]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.3681]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9564]
[0.028],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.316]
[0.03],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4598]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4044]
[0.034],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1694]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7771]
[0.038],[1.7299],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.2516]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6179]
[0.042],[1.732],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.8969]
[0.044],[1.7334],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.1166]
[0.046],[1.7349],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.3037]
